Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
Lorni - The Flaneur,2019.0,107.0,Crime,7.0,5.0,Wanphrang Diengdoh,Poonam Agarwal,Elizer Bareh,Deihokhlang Basaiawmoit,6.17,7.0,7.0,7.0,7.0
Love,1991.0,152.0,Drama,5.9,1267.0,Suresh Krishna,Salman Khan,Arun Bakshi,Rita Bhaduri,6.271282051282052,5.8875,5.223529411764705,5.016666666666667,5.733333333333333
Love 86,1986.0,145.0,Drama,5.7,87.0,Esmayeel Shroff,Tanuja,Rohan Kapoor,Neelam Kothari,6.271282051282052,5.5,6.4,5.7,5.185714285714285
Love Aaj Kal,2020.0,142.0,Drama,4.7,6994.0,Imtiaz Ali,Kartik Aaryan,Sara Ali Khan,Randeep Hooda,6.271282051282052,6.766666666666667,6.4625,5.800000000000001,5.0600000000000005
Love Alive,2016.0,90.0,Thriller,7.4,26.0,Aditya Warang,Raushan Jha,Kajal Solanki,Qasim Khan,5.382558139534884,7.4,7.4,7.4,7.4
Love and Shukla,2017.0,107.0,Comedy,7.4,828.0,Jatla Siddartha,Saharsh Kumar Shukla,Taneea Rajawat,Hima Singh,5.838155136268345,7.4,7.4,7.4,7.4
Love at Times Square,2003.0,120.0,Drama,3.8,205.0,Dev Anand,Dev Anand,Heenee Kaushik,Shoib Khan,6.271282051282052,5.309090909090909,6.709803921568628,3.8,3.8
Love Birds,1997.0,160.0,Romance,5.1,126.0,P. Vasu,Apache Indian,Prabhu Deva,Aachi Manorama,5.624503311258278,4.7,5.1,4.133333333333334,6.333333333333333
Love Breakups Zindagi,2011.0,156.0,Comedy,5.8,1006.0,Sahil Sangha,Zayed Khan,Dia Mirza,Cyrus Sahukar,5.838155136268345,5.8,4.8,4.85,5.8
Love Exchange,2015.0,122.0,Romance,5.2,47.0,Raj Shetty,Mohit Madaan,Jyoti Sharma,Manoj Pahwa,5.624503311258278,5.2,5.2,5.2,6.916666666666667
Love Express,2011.0,141.0,Comedy,5.3,117.0,Sunny Bhambhani,Sahil Mehta,Mannat Ravi,Vikas Katyal,5.838155136268345,5.3,5.3,5.3,5.3
Love Game,2009.0,107.0,Romance,6.0,10.0,Abhinay Deo,Divya Dutta,Kalpana Pandit,Jesse Randhawa,5.624503311258278,6.6000000000000005,5.6000000000000005,6.0,4.45
Love Games,2016.0,114.0,Crime,4.3,873.0,Vikram Bhatt,Patralekhaa Paul,Tara-Alisha Berry,Gaurav Arora,6.17,4.7875,5.699999999999999,5.366666666666667,4.3
Love in India,2009.0,91.0,Documentary,6.5,246.0,Qaushiq Mukherjee,Diveyaa Dwivedi,Divyaa Dwivedi,Ranajit Mohanty,7.608333333333333,4.95,6.5,5.2,6.5
Love in Japan,2006.0,136.0,Action,3.1,15.0,Akram Shaikh,Ketki Dave,Shakti Kapoor,Bobby Khan,5.543406229290921,3.1,3.1,4.425,3.1
Love in Nepal,2004.0,143.0,Drama,3.6,120.0,Rajat Mukherjee,Sonu Nigam,Flora Saini,Jharana Bajracharya,6.271282051282052,4.966666666666666,3.6,4.933333333333334,3.6
Love in Tokyo,1966.0,164.0,Romance,6.8,154.0,Pramod Chakravorty,Joy Mukherjee,Asha Parekh,Mehmood,5.624503311258278,6.484615384615385,5.785714285714286,6.8307692307692305,6.54
Love Ke Chakkar Mein,2006.0,126.0,Comedy,4.2,40.0,B.H. Tharun Kumar,Rishi Kapoor,Akshat Bhatia,Namitha,5.838155136268345,4.333333333333333,5.955813953488373,4.2,4.2
Love Ke Funday,2016.0,132.0,Comedy,6.6,13.0,Indervesh Yogee,Nivedita Chandel,Pooja Banerjee,Shaleen Bhanot,5.838155136268345,6.6,6.6,6.6,6.6
Love Ke Liye Kuch Bhi Karega,2001.0,131.0,Comedy,6.0,1567.0,Eeshwar Nivas,Saif Ali Khan,Fardeen Khan,Aftab Shivdasani,5.838155136268345,5.716666666666666,5.5,4.92,4.4
Love Khichdi,2009.0,130.0,Comedy,5.7,304.0,Srinivas Bhashyam,Randeep Hooda,Rituparna Sengupta,Sada,5.838155136268345,4.9,5.95,5.742857142857143,5.15
Love Love Love,1989.0,146.0,Drama,5.5,867.0,Babbar Subhash,Aamir Khan,Juhi Chawla,Gulshan Grover,6.271282051282052,5.327272727272727,6.906896551724138,5.819354838709677,4.984210526315789
Love Marriage,1959.0,157.0,Romance,7.6,60.0,Subodh Mukherji,Dev Anand,Mala Sinha,Abhi Bhattacharya,5.624503311258278,6.7125,6.709803921568628,6.605555555555556,6.08
Love Per Square Foot,2018.0,133.0,Comedy,7.2,7588.0,Anand Tiwari,Vicky Kaushal,Angira Dhar,Alankrita Sahai,5.838155136268345,7.2,7.166666666666667,7.2,7.2
Love Qubool Hai,2020.0,94.0,Drama,10.0,5.0,Saif Ali Sayeed,Ahaan Jha,Mahesh Narayan,Rajasree Rajakumari,6.271282051282052,10.0,10.0,10.0,10.0
Love Shagun,2016.0,120.0,Comedy,4.4,104.0,Saandesh Nayak,Anuj Sachdeva,Nidhi Subbaiah,Manit Joura,5.838155136268345,4.4,4.4,4.2,4.4
Love Sonia,2018.0,122.0,Drama,7.4,1570.0,Tabrez Noorani,Abhishek Bharate,Riya Sisodiya,Mrunal Thakur,6.271282051282052,7.4,7.4,7.4,7.300000000000001
Love Sorries,2021.0,101.0,Comedy,9.3,79.0,Gautam Joshi,Prashant Chaubey,Puneet Chouksey,Amitabh Gupta,5.838155136268345,9.3,9.3,9.3,9.3
Love Story,1981.0,161.0,Drama,6.5,377.0,Rajendra Kumar,Rahul Rawail,Kumar Gaurav,Vijayata Pandit,6.271282051282052,6.5,6.5,6.2,6.5
Love Story 2050,2008.0,180.0,Action,2.6,2334.0,Harry Baweja,Harman Baweja,Priyanka Chopra Jonas,Boman Irani,5.543406229290921,5.325,4.959999999999999,5.213333333333334,5.883333333333333
Love Trainning,2018.0,129.0,Comedy,5.8,12.0,Hemanth Kumar,Shakti Kapoor,Akhilendra Mishra,Usha Nadkarni,5.838155136268345,5.8,4.9,4.533333333333333,6.35
Love U,2011.0,152.0,Drama,5.3,426.0,S. Manasvi,Tusshar Kapoor,Amrita Rao,Ram Kapoor,6.271282051282052,5.3,4.2785714285714285,5.95,5.15
Love Will Take Over,2018.0,140.0,Comedy,3.0,2092.0,Abhiraj Minawala,Sammy Jonas Heaney,Aayush Sharma,Warina Hussain,5.838155136268345,3.0,3.0,3.0,3.0
Love You to Death,2012.0,102.0,Comedy,5.3,7.0,Rafeeq Ellias,Sohrab Ardeshir,Abhro Banerjee,Kallol Banerjee,5.838155136268345,5.3,6.05,5.3,5.3
Lovefucked,2018.0,106.0,Drama,6.0,365.0,Aadish Keluskar,Himanshu Kohli,Rohit Kokate,Khushboo Upadhyay,6.271282051282052,6.0,6.0,6.0,7.55
LoveShhuda,2016.0,133.0,Comedy,4.5,552.0,Vaibhav Misra,Girish Taurani,Navneet Kaur Dhillon,Tisca Chopra,5.838155136268345,4.5,4.5,6.25,6.15
Lovesongs,2008.0,91.0,Drama,5.1,42.0,Jayabrato Chatterjee,Jaya Bachchan,Om Puri,Mallika Sarabhai,6.271282051282052,5.1,5.625,5.907692307692307,5.1
LSD,2010.0,155.0,Comedy,7.1,5376.0,Dibakar Banerjee,Nushrat Bharucha,Anshuman Jha,Neha Chauhan,5.838155136268345,7.383333333333333,7.1,6.949999999999999,7.1
Lucifer,2019.0,175.0,Action,7.5,8210.0,Prithviraj Sukumaran,Mohanlal,Vivek Oberoi,Manju Warrier,5.543406229290921,7.5,7.08,5.181818181818182,7.5
Luck,2009.0,141.0,Action,4.8,2513.0,Soham Shah,Mithun Chakraborty,Sanjay Dutt,Imran Khan,5.543406229290921,4.699999999999999,5.34078947368421,5.020833333333333,4.8
Luck by Chance,2009.0,156.0,Drama,7.1,9678.0,Zoya Akhtar,Farhan Akhtar,Konkona Sen Sharma,Rishi Kapoor,6.271282051282052,6.8,6.328571428571428,6.975,5.5
Luckhnowi Ishq,2015.0,127.0,Drama,7.1,23.0,Aanand Raut,Adhyayan Suman,Karishma Kotak,Mukesh Khanna,6.271282051282052,7.1,6.1,7.1,4.7
Lucknow Central,2017.0,133.0,Action,6.2,2690.0,Ranjit Tewari,Farhan Akhtar,Diana Penty,Inaamulhaq,5.543406229290921,6.2,6.328571428571428,5.35,6.2
Lucky Kabootar,2014.0,117.0,Comedy,5.1,75.0,Shammi Chhabra,Arvinder Bhatti,Shraddha Das,Rimple Dhindsa,5.838155136268345,5.1,5.1,3.5,5.1
Lucky,2005.0,180.0,Musical,4.7,3457.0,Radhika Rao,Vinay Sapru,Salman Khan,Sneha Ullal,6.116470588235294,4.05,4.05,5.294117647058823,4.1
Ludo,2020.0,149.0,Action,7.6,32403.0,Anurag Basu,Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao,5.543406229290921,6.55,5.75,6.193333333333333,6.7
Luka Chuppi,2019.0,126.0,Comedy,6.3,8808.0,Laxman Utekar,Kartik Aaryan,Kriti Sanon,Aparshakti Khurana,5.838155136268345,6.3,6.4625,5.85,6.3
Lupt,2018.0,110.0,Horror,5.6,2027.0,Prabhuraj,Javed Jaffrey,Niki Walia,Vijay Raaz,4.68655462184874,5.6,5.699999999999999,5.6,6.066666666666666
Lust Stories,2018.0,120.0,Drama,6.4,10011.0,Zoya Akhtar,Dibakar Banerjee,Karan Johar,Anurag Kashyap,6.271282051282052,6.8,5.8,5.8,5.8
Luv Ka the End,2011.0,106.0,Comedy,4.8,1434.0,Bumpy,Shraddha Kapoor,Taha Shah Badussha,Errol Peter Marks,5.838155136268345,5.35,4.8,4.8,4.8
Luv Shuv Pyar Vyar,2017.0,180.0,Romance,4.7,31.0,Pardeep Raja,Gaurav Ajay Kaura,Dolly Chawla,Kunal Sharma,5.624503311258278,4.7,4.7,4.2,4.7
Luv Shuv Tey Chicken Khurana,2012.0,140.0,Comedy,6.6,3690.0,Sameer Sharma,Kunal Kapoor,Huma Qureshi,Vinod Nagpal,5.838155136268345,6.6,6.314285714285715,5.833333333333333,6.6
Luv U Alia,2015.0,130.0,Family,5.3,81.0,Indrajit Lankesh,V. Ravichandran,Chandan Kumar,Sudeep,6.32,4.25,5.3,5.3,6.449999999999999
Luv U Soniyo,2012.0,144.0,Comedy,5.5,67.0,Joe Rajan,Tanuj Virwani,Neha Hinge,Bunty Grewal,5.838155136268345,5.5,4.966666666666667,5.5,5.5
LuvUTurn,2019.0,124.0,Romance,6.2,8.0,Harish Raut,Ruslaan Mumtaz,Adhvik Mahajan,Purva Rana,5.624503311258278,6.2,5.866666666666667,6.2,6.2
M Cream,2014.0,112.0,Adventure,5.6,611.0,Agneya Singh,Aban Raza,Tom Alter,Raaghavv Chanana,6.188,5.6,5.6,6.75,5.85
M,2014.0,118.0,Drama,3.9,14.0,Suresh Jain,Seema Dogra,Paras Sharma,Sushma Sharma,6.271282051282052,4.8,3.9,3.9,3.9
Ma Beta,1962.0,138.0,Comedy,5.0,14.0,Lekhraj Bhakri,Manoj Kumar,Ameeta,Vijay Dutt,5.838155136268345,6.863636363636363,6.107142857142857,6.233333333333333,5.0
Maa,1992.0,145.0,Drama,5.9,103.0,Ajay Kashyap,Jeetendra,Jaya Prada,Aruna Irani,6.271282051282052,4.8,5.389411764705883,5.615,5.723809523809524
Maa Aur Mamta,1970.0,148.0,Drama,7.5,22.0,Asit Sen,Nutan,Ashok Kumar,Nirupa Roy,6.271282051282052,7.271428571428571,6.677777777777778,6.386956521739131,6.52
Maa Baap,1960.0,130.0,Family,6.6,14.0,V.M. Vyas,Rajendra Kumar,Kamini Kadam,Pran,6.32,5.8,6.457142857142857,6.65,6.39811320754717
Maa Beti,1986.0,151.0,Drama,5.1,19.0,Kalpataru,Shashi Kapoor,Meenakshi Sheshadri,Sharmila Tagore,6.271282051282052,5.6923076923076925,6.313513513513513,5.614285714285714,6.233333333333333
Maa Kasam,1985.0,137.0,Action,4.4,28.0,Shibu Mitra,Mithun Chakraborty,Divya Rana,Ranjeet,5.543406229290921,5.36,5.34078947368421,4.6,4.966666666666667
Maa Tujhhe Salaam,2002.0,162.0,Action,3.5,1145.0,Tinnu Verma,Sunny Deol,Tabu,Arbaaz Khan,5.543406229290921,3.5,5.251063829787234,5.861111111111111,4.955555555555556
Maachis,1996.0,160.0,Action,7.8,2079.0,Gulzar,Om Puri,Tabu,Chandrachur Singh,5.543406229290921,7.552941176470589,6.513333333333334,5.861111111111111,6.85
Maain Bhi Ladki Hun,1964.0,152.0,Drama,7.0,26.0,A.C. Trilogchander,Meena Kumari,Dharmendra,S.V. Ranga Rao,6.271282051282052,6.933333333333334,6.8999999999999995,6.275,7.0
Maal Road Dilli,2018.0,145.0,Comedy,5.7,10.0,Atul Sriva,Rhythm Arora,Manveer Choudhary,Neha Kargeti,5.838155136268345,5.7,5.7,5.7,5.7
Maan Abhiman,1980.0,113.0,Drama,5.4,15.0,Hiren Nag,Raj Kiran,Kavita Kiran,Yunus Parvez,6.271282051282052,6.2,5.5,5.4,5.4
Maan Gaye Mughall-E-Azam,2008.0,137.0,Comedy,3.1,491.0,Sanjay Chhel,Mallika Sherawat,Rahul Bose,Paresh Rawal,5.838155136268345,4.166666666666667,3.5200000000000005,5.975,5.359090909090909
Maan Maryada,1984.0,139.0,Action,3.7,13.0,R.P. Swamy,Naseeruddin Shah,Rameshwari,Deepak Parashar,5.543406229290921,4.0,6.185365853658537,4.8999999999999995,5.75
Maanthrikam,1995.0,144.0,Action,6.3,224.0,Thampi Kannanthanam,Mohanlal,Jagadish,Priya Raman,5.543406229290921,6.3,7.08,6.3,6.3
Maassab ,2018.0,116.0,Drama,8.6,155.0,Aditya Om,Shiva Suryavanshi,Sheetal Singh,Manveer Choudhary,6.271282051282052,6.6000000000000005,8.6,8.6,7.6
Maati Maangey Khoon,1984.0,128.0,Action,5.4,17.0,Raj Khosla,Shatrughan Sinha,Rekha,Raj Babbar,5.543406229290921,6.547058823529412,5.429166666666667,5.821276595744681,5.661904761904762
Maatr,2017.0,113.0,Thriller,4.5,399.0,Ashtar Sayed,Raveena Tandon,Madhur Mittal,Anurag Arora,5.382558139534884,5.45,5.025,4.5,5.9
Maazii,2013.0,123.0,Crime,5.8,94.0,Jaideep Chopra,Sumit Nijhawan,Mona Wasu,Mohd. Zeeshan Ayyub,6.17,5.949999999999999,5.8,5.8,6.416666666666667
Machaan,2021.0,124.0,Drama,8.6,93.0,Nitesh Tiwari,Pawan Waval,Richa Kalra,Prateek Goyal,6.271282051282052,7.975,8.6,8.6,8.6
Machhli Jal Ki Rani Hai,2014.0,120.0,Horror,2.3,235.0,Debaloy Dey,Swara Bhaskar,Reema Debnath,Saurabh Dubey,4.68655462184874,3.15,4.95,2.3,3.4499999999999997
Machine,2017.0,148.0,Action,2.7,761.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Kiara Advani,Rishabh Arora,5.543406229290921,5.777777777777778,5.777777777777778,4.9,2.7
Madaari,2016.0,133.0,Adventure,7.6,13676.0,Nishikant Kamat,Irrfan Khan,Jimmy Sheirgill,Vishesh Bansal,6.188,7.359999999999999,7.15625,5.72,7.6
Madam Chief Minister,2021.0,130.0,Drama,4.6,1383.0,Subhash Kapoor,Richa Chadha,Manav Kaul,Saurabh Shukla,6.271282051282052,6.3999999999999995,5.3,6.08,5.62
Madam X,1994.0,119.0,Action,3.7,77.0,Deepak S. Shivdasani,Rekha,Mohsin Khan,Shakti Kapoor,5.543406229290921,3.9200000000000004,5.442857142857143,3.7,5.442857142857143
Madari,1959.0,124.0,Action,5.3,17.0,Babubhai Mistry,Chitra,Ranjan,Manher Desai,5.543406229290921,6.629411764705883,5.133333333333333,5.3,5.65
Made in China,2019.0,128.0,Comedy,6.2,3845.0,Mikhil Musale,Rajkummar Rao,Boman Irani,Mouni Roy,5.838155136268345,6.2,6.970000000000001,6.4,6.4
Madholal Keep Walking,2009.0,121.0,Comedy,6.2,112.0,Jai Tank,Subrat Dutta,Neela Gokhle,Pranay Narayan,5.838155136268345,6.2,6.65,6.2,6.2
Madhosh,1974.0,133.0,Drama,6.3,253.0,Desh Gautam,Mahendra Sandhu,Reena Roy,Rakesh Roshan,6.271282051282052,6.3,6.075,6.041666666666667,6.573333333333333
Madhoshi,2004.0,122.0,Musical,4.6,395.0,Tanveer Khan,Bipasha Basu,John Abraham,Priyanshu Chatterjee,6.116470588235294,4.466666666666666,4.2625,5.38,4.6
Madhubaala,2006.0,133.0,Thriller,3.2,9.0,Shivram Yadav,Sameer Dharmadhikari,Gurpreet kaur Sodhi,Gurpreet Singh,5.382558139534884,3.9,4.550000000000001,3.2,3.2
Madhumati,1958.0,110.0,Fantasy,8.0,1273.0,Bimal Roy,Dilip Kumar,Vyjayanthimala,Johnny Walker,6.2,7.411111111111111,7.019230769230769,6.6866666666666665,6.50625
Madly,2016.0,106.0,Drama,5.4,146.0,Bat for Lashes,Gael García Bernal,Anurag Kashyap,Sebastián Silva,6.271282051282052,5.4,5.4,6.066666666666667,5.4
Madly Bangali,2009.0,130.0,Drama,7.0,287.0,Anjan Dutt,Soumyak Kanti DeBiswas,Tanaji Dasgupta,Sumeet Thakur,6.271282051282052,7.0,7.0,7.0,7.0
Madmast Barkhaa,2015.0,102.0,Romance,3.6,27.0,Jaspal Singh,Ekaansh Bhaardwaaj,Mithilesh Chaturvedi,Farida Dadi,5.624503311258278,3.6,3.6,3.6,3.6
Madras Cafe,2013.0,130.0,Action,7.7,23388.0,Shoojit Sircar,John Abraham,Nargis Fakhri,Raashi Khanna,5.543406229290921,7.383333333333333,6.279999999999999,6.56,7.7
Madurey,2004.0,145.0,Action,5.1,1909.0,R. Madhesh,Joseph Vijay,Sonia Agarwal,Rakshitha,5.543406229290921,5.1,4.720000000000001,6.0,5.1
Mafia,1996.0,128.0,Action,5.0,60.0,Aziz Sejawal,Ishrat Ali,Somy Ali,Bob Anthony,5.543406229290921,4.788888888888889,4.7700000000000005,5.025,5.0
Magroor,1979.0,137.0,Action,6.5,10.0,Brij,Shatrughan Sinha,Vidya Sinha,Prem Nath,5.543406229290921,6.827272727272727,5.429166666666667,7.1499999999999995,6.564285714285715
Maha Shaktimaan,1985.0,109.0,Action,6.4,16.0,Swamy V.S.R.,Raj Babbar,Meenakshi Sheshadri,Kim,5.543406229290921,6.4,5.78421052631579,5.614285714285714,6.4
Mahaadev,1989.0,131.0,Action,5.7,36.0,Raj N. Sippy,Vinod Khanna,Meenakshi Sheshadri,Raj Babbar,5.543406229290921,5.128571428571428,5.758064516129032,5.614285714285714,5.661904761904762
Mahaan,1983.0,181.0,Action,6.1,423.0,S. Ramanathan,Ashok Kumar,Waheeda Rehman,Amitabh Bachchan,5.543406229290921,6.1499999999999995,6.5458823529411765,6.916,6.629411764705883
Mahabali Hanuman,1981.0,130.0,Adventure,6.9,21.0,Babubhai Mistry,Hercules,Rakesh Pandey,Kavita Kiran,6.188,6.629411764705883,7.15,7.050000000000001,6.9
Mahabharat,1965.0,163.0,Action,7.3,77.0,Babubhai Mistry,Abhi Bhattacharya,Pradeep Kumar,Padmini,5.543406229290921,6.629411764705883,7.125,6.753333333333333,6.7
Mahabharat Aur Barbareek,2013.0,137.0,Drama,6.8,19.0,Dharmesh Tiwari,Arjun,Nitish Bharadwaj,Gajendra Chauhan,6.271282051282052,6.8,5.3,5.8,5.633333333333333
Mahaguru,1985.0,92.0,Action,4.9,21.0,S.S. Ravichandra,Gulshan Grover,Shafi Inamdar,Jeetendra,5.543406229290921,5.2,4.8999999999999995,4.9,5.9
Mahal,1949.0,165.0,Drama,7.1,387.0,Kamal Amrohi,Ashok Kumar,Madhubala,M. Kumar,6.271282051282052,6.8,6.5458823529411765,7.346153846153846,6.7
Mahananda,1987.0,130.0,Romance,7.6,21.0,Mohan Kavia,Moushumi Chatterjee,Farooq Shaikh,Shreeram Lagoo,5.624503311258278,7.6,7.6,6.933333333333334,6.341666666666666
Maharaja,1998.0,164.0,Action,4.1,420.0,Anil Sharma,Govinda,Manisha Koirala,Raj Babbar,5.543406229290921,5.730769230769231,4.822916666666667,5.110526315789474,5.661904761904762
Maharana Pratap,2012.0,145.0,Action,5.0,108.0,Pradeep Kumawat,Narayan Singh Sisodia,Kuldeep Chaturvedi,Payal Kumawat,5.543406229290921,5.0,5.0,5.0,5.0
Maharathi,2008.0,114.0,Crime,7.1,976.0,Shivam Nair,Naseeruddin Shah,Om Puri,Boman Irani,6.17,6.2,6.185365853658537,5.907692307692307,5.883333333333333
Maha-Sangram,1990.0,159.0,Action,5.6,146.0,Mukul Anand,Vinod Khanna,Madhuri Dixit,Govinda,5.543406229290921,6.1125,5.758064516129032,5.976190476190476,4.942857142857143
Mahayoddha Rama,2016.0,106.0,Animation,7.7,35.0,Rohit Vaid,Kunal Kapoor,Jimmy Sheirgill,Gulshan Grover,6.0736842105263165,7.7,6.314285714285715,5.72,4.984210526315789
Mahek,2007.0,80.0,Family,8.0,29.0,Kranti Kanadé,Shriya Sharma,Madan Deodhar,Anuya Bhagwat,6.32,7.1,8.0,7.6,8.0
Mahesh Dattani's Hasmukh Saab ki Wasihat,2015.0,82.0,Drama,6.3,36.0,Mahesh Dattani,Mohan Agashe,Seema Bhargava,Achint Kaur,6.271282051282052,6.5,6.6375,7.15,6.333333333333333
Mahishasura Mardini,1959.0,167.0,Drama,9.0,22.0,Ranga B.S.,K.S. Ashwath,M.N. Lakshmi Devi,Vasudeva Girimaji,6.271282051282052,9.0,9.0,9.0,9.0
Mahua,1969.0,137.0,Musical,6.2,12.0,Bibhuti Mitra,Shiv Kumar,Anjana Mumtaz,Prem Nath,6.116470588235294,6.233333333333333,6.2,6.2,6.564285714285715
Mai,2013.0,105.0,Drama,6.7,92.0,Mahesh Kodiyal,Asha Bhosle,Kshitee Jog,Shivani Joshi,6.271282051282052,6.7,6.7,6.7,6.7
Mai Baap,1957.0,144.0,Comedy,6.8,14.0,M. Sadiq,Balraj Sahni,Shyama,Raj Mehra,5.838155136268345,6.0625,7.091666666666666,6.291666666666667,7.3
Maidan-E-Jung,1995.0,155.0,Action,4.3,530.0,K.C. Bokadia,Dharmendra,Akshay Kumar,Karisma Kapoor,5.543406229290921,4.046153846153846,5.924691358024691,5.564285714285715,4.335714285714286
Main Aisa Hi Hoon,2005.0,162.0,Drama,4.8,1019.0,Harry Baweja,Ajay Devgn,Sushmita Sen,Esha Deol,6.271282051282052,5.325,5.603448275862069,4.933333333333334,4.666666666666667
Main Aur Charles,2015.0,119.0,Action,6.3,1588.0,Prawaal Raman,Adil Hussain,Alexx O'Nell,Anastasia Fullfina,5.543406229290921,5.5600000000000005,6.3625,6.3,6.3
Main Aur Mera Hathi,1981.0,136.0,Action,6.6,34.0,R. Thyagaraajan,Mithun Chakraborty,Poonam Dhillon,Suresh Oberoi,5.543406229290921,5.683333333333334,5.34078947368421,5.96875,5.236363636363636
Main Aur Mr,2014.0,130.0,Comedy,5.2,347.0,Adeeb Rais,Barun Sobti,Shenaz Treasury,Kavi Shastri,5.838155136268345,5.2,6.55,4.533333333333333,5.2
Main Awara Hoon,1983.0,148.0,Drama,5.2,38.0,Ashim S. Samanta,Sanjay Dutt,Raj Babbar,Jaya Prada,6.271282051282052,5.471428571428571,5.255357142857143,5.311764705882353,5.446153846153846
Main Azaad Hoon,1989.0,160.0,Drama,7.2,699.0,Tinnu Anand,Amitabh Bachchan,Shabana Azmi,B.M. Shah,6.271282051282052,6.233333333333333,6.122340425531915,6.389655172413794,7.2
Main Balwaan,1986.0,130.0,Drama,5.8,43.0,Mukul Anand,Dharmendra,Mithun Chakraborty,Meenakshi Sheshadri,6.271282051282052,6.1125,5.924691358024691,5.651515151515151,5.654545454545455
Main Chup Rahungi,1962.0,147.0,Drama,7.4,48.0,A. Bhimsingh,Sunil Dutt,Meena Kumari,Raj Mehra,6.271282051282052,6.8076923076923075,6.3375,6.515789473684211,7.3
Main Hoon Na,2004.0,179.0,Action,7.0,33177.0,Farah Khan,Shah Rukh Khan,Sushmita Sen,Sunil Shetty,5.543406229290921,5.325,6.651428571428572,4.933333333333334,5.872727272727272
Main Hoon Rajinikanth,2015.0,127.0,Comedy,7.3,35.0,Faisal Saif,Smita Gondkar,Shakti Kapoor,Sameer Khan,5.838155136268345,5.5,7.3,4.425,7.3
Main Khiladi Tu Anari,1994.0,175.0,Action,6.5,5725.0,Sameer Malkan,Akshay Kumar,Saif Ali Khan,Shilpa Shetty Kundra,5.543406229290921,5.6,5.474647887323943,5.970000000000001,5.0625
Main Krishna Hoon,2013.0,134.0,Animation,5.3,185.0,Rajiv S. Ruia,Juhi Chawla,Paresh Ganatra,Namit Shah,6.0736842105263165,4.163636363636363,5.671428571428572,5.3,5.3
Main Mulayam Singh Yadav,2021.0,120.0,Biography,4.2,118.0,Suvendu Ghosh,Amyth Sethi,Govind Namdeo,Mukesh Tiwari,6.674025974025974,4.2,4.2,4.2,4.05
Main Prem Ki Diwani Hoon,2003.0,197.0,Comedy,4.0,4401.0,Sooraj R. Barjatya,Hrithik Roshan,Kareena Kapoor,Abhishek Bachchan,5.838155136268345,6.016666666666667,6.257894736842106,5.613333333333333,4.33
Main Solah Baras Ki,1998.0,150.0,Musical,4.5,40.0,Dev Anand,Dev Anand,Jas Arora,Shaista Usta,6.116470588235294,5.309090909090909,6.709803921568628,4.5,4.5
Main Sunder Hoon,1971.0,147.0,Comedy,6.5,47.0,R. Krishnan,S. Panju,Mehmood,Biswajit Chatterjee,5.838155136268345,6.36,6.36,6.488888888888889,6.36
Main Tera Hero,2014.0,128.0,Action,5.1,8139.0,David Dhawan,Varun Dhawan,Ileana D'Cruz,Nargis Fakhri,5.543406229290921,5.258333333333334,5.3625,5.55,5.1
Main Tere Pyaar Mein Pagal,1999.0,146.0,Comedy,4.7,7.0,K. Raghavendra Rao,Tanikella Bharani,Brahmanandam,J.D. Chakravarthi,5.838155136268345,5.553333333333333,4.6,5.75,4.7
Main Tulsi Tere Aangan Ki,1978.0,151.0,Drama,6.7,127.0,Raj Khosla,Nutan,Asha Parekh,Vijay Anand,6.271282051282052,6.547058823529412,6.677777777777778,6.8307692307692305,7.25
Main Tumhare Bachche ki Maa Banne Waali Hoon,2017.0,45.0,Romance,6.8,101.0,Ashish Lal,Sadiya Azgar,Dhanraj Kadam,Ashish Lal,5.624503311258278,6.8,6.8,6.8,6.8
Main Zaroor Aaunga,2019.0,100.0,Horror,4.1,47.0,Chandrakant Singh,Arbaaz Khan,Aindrita Ray,Vikas Verma,4.68655462184874,4.36,3.766666666666667,4.1,4.1
Main Zinda Hoon,1988.0,120.0,Drama,7.8,51.0,Sudhir Mishra,Suresh Bhagwat,Rajendra Gupta,Ali Haider,6.271282051282052,6.709090909090909,7.8,7.8,7.8
Main,2005.0,129.0,Comedy,7.2,2185.0,Chandan Arora,Rajpal Yadav,Rituparna Sengupta,Naseeruddin Shah,5.838155136268345,7.050000000000001,5.785714285714286,5.742857142857143,6.640000000000001
Maine Dil Tujhko Diya,2002.0,154.0,Action,3.7,1125.0,Sohail Khan,Sohail Khan,Sameera Reddy,Sanjay Dutt,5.543406229290921,4.933333333333334,4.9,5.466666666666666,5.253846153846154
Maine Pyaar Kyun Kiya,2005.0,145.0,Comedy,5.5,4840.0,David Dhawan,Salman Khan,Sushmita Sen,Katrina Kaif,5.838155136268345,5.258333333333334,5.223529411764705,4.933333333333334,5.125
Majaal,1987.0,180.0,Drama,5.1,32.0,K. Bapaiah,Sadashiv Amrapurkar,Vikas Anand,Asrani,6.271282051282052,5.46,5.022222222222222,4.925,5.888
