Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
V,2020.0,140.0,Action,6.9,6758.0,Mohana Krishna Indraganti,Nani,Sudheer Babu Posani,Nivetha Thomas,5.543406229290921,6.9,6.9,6.9,6.5
Vaada,2005.0,122.0,Crime,5.6,826.0,Satish Kaushik,Arjun Rampal,Zayed Khan,Ameesha Patel,6.17,5.014285714285714,5.3999999999999995,4.166666666666667,4.725
Vaada Raha,2009.0,101.0,Drama,4.8,395.0,Samir Karnik,Bobby Deol,Dwij Yadav,Kangana Ranaut,6.271282051282052,5.033333333333333,4.885714285714286,4.8,4.9
Vaah,2005.0,153.0,Comedy,4.5,2293.0,Mahesh Manjrekar,Shahid Kapoor,Amrita Rao,Sanjay Dutt,5.838155136268345,5.864705882352942,5.821052631578947,5.95,5.253846153846154
Vaasna,1968.0,150.0,Action,5.8,10.0,T. Prakash Rao,Raaj Kumar,Padmini,Kumud Chuggani,5.543406229290921,6.488888888888889,6.014285714285714,6.333333333333333,6.5
Vaastav,1999.0,145.0,Action,8.0,12996.0,Mahesh Manjrekar,Sanjay Dutt,Namrata Shirodkar,Reema Lagoo,5.543406229290921,5.864705882352942,5.255357142857143,5.62,6.0
Vaastu Shastra,2004.0,106.0,Horror,5.0,639.0,Saurab Narang,Vicky Ahuja,J.D. Chakravarthi,Ahsaas Channa,4.68655462184874,5.0,4.3999999999999995,5.0,4.033333333333333
Vachan,1955.0,118.0,Drama,5.3,18.0,Raj Rishi,Geeta Bali,Balraj,Rajendra Kumar,6.271282051282052,5.3,5.75,5.3,5.65
Vada Chennai,2018.0,164.0,Action,8.5,13120.0,Vetrimaaran,Dhanush,Ameer Sultan,Radha Ravi,5.543406229290921,8.5,6.433333333333334,8.5,8.05
Vaishali,1988.0,133.0,Musical,7.7,373.0,Bharathan,Sanjay Mitra,Suparna Anand,Geetha,6.116470588235294,7.7,7.7,7.7,7.7
Vakil Babu,1982.0,150.0,Drama,7.3,85.0,Asit Sen,Zeenat Aman,Raj Kapoor,Shashi Kapoor,6.271282051282052,7.271428571428571,6.045454545454546,7.346666666666667,6.3
Vallah Kya Baat Hai,1962.0,135.0,Action,5.5,47.0,Hari Walia,Shammi Kapoor,Bina Rai,Nishi,5.543406229290921,6.0,6.91875,6.275,6.35
Valley of Flowers,2006.0,155.0,Adventure,7.0,1779.0,Pan Nalin,Milind Soman,Mylène Jampanoï,Naseeruddin Shah,6.188,7.225,6.5,7.0,6.640000000000001
Valmiki,1946.0,98.0,Drama,7.0,18.0,Bhalji Pendharkar,Shanta Apte,Pratima Devi,Vinay Kale,6.271282051282052,7.65,5.733333333333333,6.65,7.0
Vamsee,2000.0,145.0,Action,4.7,706.0,Gopal B.,Ali,Mahesh Babu,Tanikella Bharani,5.543406229290921,5.816666666666666,5.133333333333334,4.7,4.7
VanRakshak,2021.0,93.0,Drama,8.2,32.0,Pawan Kumar Sharma,Dhirendra Thakur,Aditya Srivastav,Yashpal Sharma,6.271282051282052,6.5,8.2,7.949999999999999,6.6571428571428575
Vansh,1992.0,135.0,Action,6.0,78.0,Pappu Verma,Ajit Sinha,Sudesh Berry,Anupam Kher,5.543406229290921,5.5,6.0,5.216666666666666,5.445454545454545
Vardaan,1975.0,136.0,Drama,7.4,7.0,Arun Bhatt,Vinod Mehra,Reena Roy,Narendra Nath,6.271282051282052,6.266666666666667,5.7,6.041666666666667,7.4
Vardi,1989.0,161.0,Action,4.5,158.0,Umesh Mehra,Sunny Deol,Jackie Shroff,Kimi Katkar,5.543406229290921,5.279999999999999,5.251063829787234,5.046153846153846,5.175
Vatsyayana Kamasutra,2001.0,158.0,Thriller,5.1,9.0,Sanjay Khandelwal,Kumaar Aadarsh,Sudesh Berry,Diveyaa Dwivedi,5.382558139534884,5.949999999999999,5.3,5.216666666666666,5.1
Vedi,2011.0,132.0,Action,3.7,311.0,Prabhu Deva,Sophiya Chaudhary,Poonam Kaur,Cell Murugan,5.543406229290921,4.37,3.7,3.7,3.7
Veer,2010.0,169.0,Action,4.5,7598.0,Anil Sharma,Salman Khan,Jackie Shroff,Mithun Chakraborty,5.543406229290921,5.730769230769231,5.223529411764705,5.046153846153846,5.826923076923077
Veer Amarsingh Rathod,1970.0,130.0,Action,7.0,8.0,Radhakant,Jeevan,Kamal Kapoor,Dev Kumar,5.543406229290921,6.457142857142857,7.0,7.0,5.9
Veer Savarkar,2001.0,165.0,Biography,6.8,115.0,Ved Rahi,Shailendra Gaur,Pankaj Berry,Tom Alter,6.674025974025974,6.8,6.8,5.5,6.8
Veer Yodha Prithviraj Chauhan,2008.0,85.0,Animation,7.2,34.0,Rakesh Prasad,Mugdha Chaphekar,Gaurav Gautam,Anup Shukla,6.0736842105263165,7.2,7.2,5.25,7.2
Veera,1994.0,240.0,Comedy,6.6,571.0,Suresh Krishna,Rajinikanth,Meena,Roja,5.838155136268345,5.8875,6.104,6.8500000000000005,6.125
Veera Madakari,2009.0,175.0,Action,6.5,257.0,Sudeep,Sudeep,Devaraj,Ragini Dwivedi,5.543406229290921,6.5,5.9,6.5,6.5
Veeram,2017.0,100.0,Action,6.4,222.0,Jayaraaj,Kunal Kapoor,Himarsha Venkatsamy,Aaran,5.543406229290921,6.4,6.314285714285715,6.4,6.4
Veerana,1988.0,135.0,Action,6.6,718.0,Shyam Ramsay,Tulsi Ramsay,Jasmin,Hemant Birje,5.543406229290921,5.594736842105263,5.776470588235294,5.699999999999999,5.125
Veerappan,2016.0,125.0,Action,5.3,711.0,Ram Gopal Varma,Sachiin Joshi,Sandeep Bharadwaj,Usha Jadhav,5.543406229290921,5.690322580645161,4.866666666666667,5.3,5.3
Veere Di Wedding,2018.0,135.0,Comedy,3.2,12000.0,Shashanka Ghosh,Kareena Kapoor,Sonam Kapoor,Neena Gupta,5.838155136268345,5.433333333333334,5.075,5.55,5.625
Veerey Ki Wedding,2018.0,131.0,Comedy,2.8,498.0,Ashu Trikha,Pulkit Samrat,Jimmy Sheirgill,Kriti Kharbanda,5.838155136268345,4.3500000000000005,4.633333333333334,5.72,2.8
Veergati,1995.0,166.0,Action,5.7,1533.0,K.K. Singh,Salman Khan,Atul Agnihotri,Sudesh Berry,5.543406229290921,5.7,5.223529411764705,5.15,6.15
Veerta,1993.0,129.0,Action,5.8,84.0,Shibu Mitra,Sunny Deol,Jaya Prada,Shakti Kapoor,5.543406229290921,5.36,5.251063829787234,5.615,5.442857142857143
Veeru Ustaad,1975.0,127.0,Drama,5.0,5.0,Jagdish Nirula,Aruna Irani,Shakti Kapoor,Satish Kaul,6.271282051282052,5.0,6.1000000000000005,4.425,5.0
Veer-Zaara,2004.0,192.0,Drama,7.8,50101.0,Yash Chopra,Shah Rukh Khan,Preity Zinta,Rani Mukerji,6.271282051282052,6.955,6.651428571428572,5.38,6.35
Veettilekkulla Vazhi,2011.0,95.0,Drama,6.7,165.0,Bijukumar Damodaran,Prithviraj Sukumaran,Indrajith Sukumaran,Govardhan B.K,6.271282051282052,6.5,6.7,6.7,6.7
Vellore Maavattam,2011.0,144.0,Action,6.0,26.0,R.N.R. Manohar,Shamna Kasim,G.M. Kumar,Mayilsamy,5.543406229290921,6.0,6.0,6.0,6.0
Vetri Vizha,1989.0,142.0,Action,6.7,299.0,Prathap Pothen,Kamal Haasan,Prabhu,Amala Akkineni,5.543406229290921,6.75,6.71,6.9,5.933333333333334
Via Darjeeling,2008.0,104.0,Drama,5.4,159.0,Arindam Nandy,Kay Kay Menon,Sonali Kulkarni,Parvin Dabas,6.271282051282052,5.4,6.753333333333333,6.371428571428572,5.8428571428571425
Viceroy's House,2017.0,106.0,Biography,6.7,7117.0,Gurinder Chadha,Hugh Bonneville,Gillian Anderson,Manish Dayal,6.674025974025974,6.45,6.7,6.7,7.0
Vicky Dada,1989.0,122.0,Action,6.9,57.0,Kodanda Rami Reddy A.,Nagarjuna Akkineni,Juhi Chawla,Radha,5.543406229290921,6.7,6.279999999999999,5.819354838709677,6.95
Vicky Donor,2012.0,126.0,Comedy,7.8,40589.0,Shoojit Sircar,Ayushmann Khurrana,Yami Gautam,Annu Kapoor,5.838155136268345,7.383333333333333,7.038461538461538,6.025,6.985714285714286
Victoria No,1972.0,100.0,Action,7.1,191.0,Brij,Ashok Kumar,Pran,Navin Nischol,5.543406229290921,6.827272727272727,6.5458823529411765,6.766666666666667,5.6
Victor's History,2017.0,78.0,Comedy,5.3,34.0,Nicolas Chevaillier,Kev Clinsc,Nicolas Chevaillier,Shoaib Lokhandwala,5.838155136268345,5.3,5.3,5.3,5.3
Victory,2009.0,160.0,Drama,3.8,481.0,Ajit Pal Mangat,Harman Baweja,Allan Border,Mike Hussey,6.271282051282052,3.8,4.959999999999999,3.8,3.8
Vidhaata,1982.0,168.0,Action,7.2,360.0,Subhash Ghai,Tom Alter,Harbans Darshan M. Arora,Birbal,5.543406229290921,6.188888888888889,5.65,5.5,5.642857142857143
Vidhyaarthi,2006.0,250.0,Action,5.2,12.0,Rakesh Kakaria,Chand Mehta,Vikram Aditya,Akash Ajmera,5.543406229290921,5.2,5.2,5.2,5.2
Vidrohi,1990.0,135.0,Action,5.2,12.0,Harmesh Malhotra,Brahm Bhardwaj,Poonam Dhillon,Iftekhar,5.543406229290921,5.62,5.2,5.96875,6.266666666666667
Viduthalai,1986.0,148.0,Action,6.5,57.0,K. Vijayan,Shivaji Ganesan,Rajinikanth,Vishnuvardhan,5.543406229290921,6.5,7.033333333333334,5.5636363636363635,5.7
Views of the Inner Chamber,2005.0,118.0,Drama,7.1,488.0,Rituparno Ghosh,Jackie Shroff,Abhishek Bachchan,Roopa Ganguly,6.271282051282052,7.05,5.247222222222223,6.193333333333333,7.15
Vihir,2009.0,120.0,Drama,7.2,254.0,Umesh Vinayak Kulkarni,Mohan Agashe,Madan Deodhar,Girish Kulkarni,6.271282051282052,7.2,6.6375,7.6,7.2
Vijay,1988.0,172.0,Action,5.6,219.0,Yash Chopra,Anil Kapoor,Rajesh Khanna,Rishi Kapoor,5.543406229290921,6.955,5.593478260869565,6.359999999999999,5.5
Vijaypath,1994.0,163.0,Action,5.0,648.0,Farogh Siddique,Ajay Devgn,Tabu,Suresh Oberoi,5.543406229290921,5.225,5.603448275862069,5.861111111111111,5.236363636363636
Vijeta,1982.0,151.0,Drama,7.3,275.0,Govind Nihalani,Shashi Kapoor,Rekha,Supriya Pathak,6.271282051282052,7.236363636363635,6.313513513513513,5.821276595744681,7.275
Vikalp,2011.0,130.0,Crime,6.1,15.0,Sachin P. Karande,Pankaj Berry,Kranti Prakash Jha,Abhay Joshi,6.17,6.366666666666667,6.15,6.1,6.1
Vikram,1986.0,136.0,Action,7.3,504.0,Rajasekar,Kamal Haasan,Sathyaraj,Ambika,5.543406229290921,7.199999999999999,6.71,7.3,6.666666666666667
Villu,2009.0,146.0,Action,3.7,3820.0,Prabhu Deva,Joseph Vijay,Nayanthara,Prakash Raj,5.543406229290921,4.37,4.720000000000001,5.279999999999999,4.933333333333333
Vilom,2020.0,82.0,Drama,6.2,56.0,Sunder Pal,Ambika Kamal,Manish Kumar,Navpreet Moti,6.271282051282052,6.2,6.2,6.2,6.2
Vinashak - Destroyer,1998.0,159.0,Action,5.3,254.0,Ravi Dewan,Sunil Shetty,Raveena Tandon,Danny Denzongpa,5.543406229290921,5.3,4.634615384615385,5.164,5.909523809523809
Viraam,2017.0,110.0,Drama,5.6,36.0,Ziaullah Khan,Narendra Jha,Monika Ravan,Urmila Mahanta,6.271282051282052,5.6,5.6,5.6,5.6
Viraat,2021.0,150.0,Crime,8.9,294.0,Narendra Singh,Kritika Sachdeva,Ravi Jhanghu,Lokesh Tilakdhari,6.17,8.9,8.9,8.9,8.9
Virasat,1997.0,165.0,Drama,7.5,2533.0,Priyadarshan,Anil Kapoor,Tabu,Pooja Batra,6.271282051282052,6.1521739130434785,5.593478260869565,5.861111111111111,6.8
Virgin Bhanupriya,2020.0,111.0,Comedy,2.9,1097.0,Ajay Lohan,Urvashi Rautela,Gautam Gulati,Rumana Molla,5.838155136268345,2.9,3.266666666666667,2.9,4.2
Virodhi,1992.0,143.0,Drama,4.3,60.0,Rajkumar Kohli,Arman Kohli,Harsha Mehra,Dharmendra,6.271282051282052,5.142857142857143,4.6000000000000005,4.3,5.25
Viruddh,2005.0,132.0,Drama,7.1,2050.0,Mahesh Manjrekar,Amitabh Bachchan,Sharmila Tagore,John Abraham,6.271282051282052,5.864705882352942,6.122340425531915,7.003333333333333,5.85
Visakha Express,2008.0,99.0,Action,4.9,66.0,Vara Mullapoodi,Rajeev Kanakala,Preeti Jhangiani,Allari Naresh,5.543406229290921,4.9,4.9,4.9,4.9
Vishnu-Devaa,1991.0,152.0,Action,5.1,65.0,K. Pappu,Sunny Deol,Aditya Pancholi,Neelam Kothari,5.543406229290921,5.2,5.251063829787234,5.0600000000000005,5.185714285714285
Vishnuvardhana,2011.0,169.0,Action,7.2,636.0,Pon Kumaran,Sudeep,Bhavana,Priyamani,5.543406229290921,7.2,5.9,7.2,7.2
Vishwaroopam,2013.0,148.0,Action,8.1,39098.0,Kamal Haasan,Pooja Kumar,Miles Anderson,Kamal Haasan,5.543406229290921,7.325,8.1,8.1,7.4
Vishwaroopam 2,2018.0,145.0,Action,5.9,2314.0,Kamal Haasan,Kamal Haasan,Rahul Bose,Shekhar Kapur,5.543406229290921,7.325,6.71,5.975,5.95
Vishwasghaat,1996.0,128.0,Action,5.3,73.0,Himanshu Brahmbhatt,Sunil Shetty,Anjali Jathar,Anupam Kher,5.543406229290921,5.25,4.634615384615385,4.949999999999999,5.445454545454545
Vishwatma,1992.0,174.0,Action,6.5,1215.0,Rajiv Rai,Naseeruddin Shah,Sunny Deol,Chunky Panday,5.543406229290921,6.116666666666667,6.185365853658537,5.378571428571428,4.65
Vivah,2006.0,160.0,Drama,6.6,9288.0,Sooraj R. Barjatya,Shahid Kapoor,Amrita Rao,Anupam Kher,6.271282051282052,6.016666666666667,5.821052631578947,5.95,5.445454545454545
Vivekananda,1998.0,240.0,Biography,6.6,144.0,G.V. Iyer,Sarvadaman Banerjee,Mithun Chakraborty,Rakhee Gulzar,6.674025974025974,6.949999999999999,7.366666666666667,5.651515151515151,6.972727272727273
Vodka Diaries,2018.0,120.0,Mystery,5.6,1287.0,Kushal Srivastava,Kay Kay Menon,Raima Sen,Mandira Bedi,5.898148148148148,5.6,6.753333333333333,6.225,5.75
Vroom,2010.0,130.0,Action,5.4,30.0,Savin Tuscano,Raj Singh Arora,Gaurav Bajaj,Kalpana Bora,5.543406229290921,5.4,5.4,5.4,5.4
W,2014.0,137.0,Crime,6.6,47.0,Tarun Madan Chopra,Leeza Mangaldas,Lezlie Tripathy,Sonal Giani,6.17,6.6,6.6,6.6,6.6
Waah,2002.0,100.0,Action,3.7,257.0,Manoj Agrawal,Govinda,Raveena Tandon,Preeti Jhangiani,5.543406229290921,4.5,4.822916666666667,5.164,3.75
Waaris,1988.0,150.0,Drama,6.7,142.0,Ravindra Peepat,Smita Patil,Amrita Singh,Raj Babbar,6.271282051282052,5.566666666666666,6.628571428571428,5.542857142857143,5.661904761904762
Wafaa,1972.0,110.0,Action,3.8,11.0,Ramanna,Sanjay Khan,Rakhee Gulzar,Heena Kausar,5.543406229290921,4.5,5.625,6.027777777777778,5.5
Wafadaar,1985.0,190.0,Comedy,4.5,31.0,Narayana Rao Dasari,Pilla Srinivas,Rajinikanth,Padmini Kolhapure,5.838155136268345,5.536363636363636,4.5,5.5636363636363635,5.644444444444444
Wah Taj,2016.0,125.0,Drama,5.4,118.0,Ajit Sinha,Shreyas Talpade,Manjari Fadnnis,Amitabh Bachchan,6.271282051282052,5.4,5.277777777777778,6.35,6.629411764705883
Wahan Ke Log,1967.0,130.0,Action,5.5,33.0,Nisar Ahmad Ansari,Pradeep Kumar,Tanuja,Nilofar,5.543406229290921,6.066666666666666,5.928571428571429,6.59375,5.0
Waiting,2015.0,92.0,Comedy,7.2,1699.0,Anu Menon,Naseeruddin Shah,Kalki Koechlin,Jennifer Antony,5.838155136268345,6.333333333333333,6.185365853658537,6.025,7.2
Wajah Tum Ho,2016.0,136.0,Drama,4.4,1153.0,Vishal Pandya,Sharman Joshi,Sana Khaan,Gurmeet Choudhary,6.271282051282052,4.4799999999999995,4.74,4.4,4.4
Wajood,1998.0,180.0,Action,6.9,584.0,N. Chandra,Nana Patekar,Madhuri Dixit,Mukul Dev,5.543406229290921,6.418181818181818,6.333333333333333,5.976190476190476,5.0
Wake Up India,2013.0,130.0,Drama,6.7,14.0,Babloo Seshadri,Elisha Kriis,Asrani,Milind Gunaji,6.271282051282052,6.7,6.7,5.466666666666667,5.75
Wake Up Sid,2009.0,138.0,Comedy,7.6,29167.0,Ayan Mukherjee,Ranbir Kapoor,Konkona Sen Sharma,Supriya Pathak,5.838155136268345,7.35,6.799999999999999,6.975,7.275
Walking with the Wind,2017.0,79.0,Drama,6.6,28.0,Praveen Morchhale,Ajay Chourey,Rigzin Dolkar,Phuntsog Dolma,6.271282051282052,6.1,6.6,6.6,6.6
Wanted,2009.0,147.0,Action,6.6,22173.0,Prabhu Deva,Salman Khan,Ayesha Takia,Vinod Khanna,5.543406229290921,4.37,5.223529411764705,5.6125,6.083333333333333
Wanton,2020.0,90.0,Crime,4.5,124.0,Jaimin Bal,Aryan Neeraaj Anand,Vipin Bhardwaj,Pooja Chauhan,6.17,6.35,4.5,4.5,4.5
Waqt,1965.0,178.0,Drama,7.8,1244.0,Yash Chopra,Sunil Dutt,Sadhana,Raaj Kumar,6.271282051282052,6.955,6.3375,7.2625,6.9
Waqt Hamara Hai,1993.0,148.0,Action,6.0,1478.0,Bharat Rangachary,Akshay Kumar,Sunil Shetty,Ayesha Jhulka,5.543406229290921,5.55,5.474647887323943,5.222727272727273,6.050000000000001
Waqt Ki Awaz,1988.0,156.0,Action,6.3,97.0,K. Bapaiah,Vikas Anand,Asrani,Mithun Chakraborty,5.543406229290921,5.46,5.35,5.466666666666667,5.826923076923077
Waqt Ki Deewar,1981.0,156.0,Action,5.9,27.0,Ravi Tandon,Sanjeev Kumar,Jeetendra,Shatrughan Sinha,5.543406229290921,6.666666666666667,6.58,5.58125,6.188888888888889
War,2019.0,154.0,Action,6.5,20894.0,Siddharth Anand,Hrithik Roshan,Tiger Shroff,Vaani Kapoor,5.543406229290921,5.966666666666666,6.257894736842106,6.5,6.5
War Chhod Na Yaar,2013.0,119.0,Comedy,5.4,936.0,Faraz Haider,Sharman Joshi,Soha Ali Khan,Javed Jaffrey,5.838155136268345,5.65,4.74,5.971428571428571,5.041666666666667
Wardat,1981.0,133.0,Action,6.8,51.0,Ravikant Nagaich,Mithun Chakraborty,Kaajal Kiran,Shakti Kapoor,5.543406229290921,6.0,5.34078947368421,4.8,5.442857142857143
Waris,1954.0,122.0,Drama,6.4,9.0,Nitin Bose,Talat Mahmood,Suraiya,Nadira,6.271282051282052,6.466666666666667,6.375,6.7,6.640000000000001
Warning,2013.0,109.0,Adventure,4.6,236.0,Gurmmeet Singh,Vishal Chaturvedi,Santosh Barmola,Jitin Gulati,6.188,4.833333333333333,4.6,4.6,4.6
Warrant,1975.0,95.0,Action,7.1,97.0,Pramod Chakravorty,Dev Anand,Zeenat Aman,Pran,5.543406229290921,6.484615384615385,6.709803921568628,6.411538461538461,6.39811320754717
Warrior Savitri,2016.0,136.0,Action,4.1,294.0,Param Gill,Niharica Raizada,Rajat Barmecha,Om Puri,5.543406229290921,5.6,4.1,4.1,6.096
Watan Ke Rakhwale,1987.0,149.0,Action,5.7,108.0,Rama Rao Tatineni,Sunil Dutt,Dharmendra,Mithun Chakraborty,5.543406229290921,5.566666666666666,6.3375,6.275,5.826923076923077
Water,2005.0,117.0,Drama,7.7,14461.0,Deepa Mehta,Lisa Ray,John Abraham,Seema Biswas,6.271282051282052,6.840000000000001,7.7,5.38,6.233333333333333
Wazir,2016.0,103.0,Action,7.1,17809.0,Bejoy Nambiar,Amitabh Bachchan,Farhan Akhtar,Aditi Rao Hydari,5.543406229290921,7.0,6.122340425531915,7.6499999999999995,6.199999999999999
We Are Family,2010.0,115.0,Comedy,5.6,2975.0,Siddharth Malhotra,Kareena Kapoor,Kajol,Arjun Rampal,5.838155136268345,6.55,5.075,6.45,6.266666666666667
We R Friends,2006.0,110.0,Drama,4.8,13.0,Jaidev Chakraborty,Addy,Ashok Asrani,Bhupindder Bhoopii,6.271282051282052,4.8,4.8,4.8,4.8
Wedding Anniversary,2017.0,108.0,Drama,4.9,82.0,Shekhar S. Jha,Nana Patekar,Mahie Gill,Priyanshu Chatterjee,6.271282051282052,6.75,6.333333333333333,5.7,4.6
Wedding Pullav,2015.0,124.0,Comedy,3.8,185.0,Binod Pradhan,Diganth,Anushka Ranjan,Sonnalli Seygall,5.838155136268345,3.8,3.8,3.8,4.833333333333333
Welcome,2007.0,159.0,Comedy,6.9,19527.0,Anees Bazmee,Akshay Kumar,Katrina Kaif,Nana Patekar,5.838155136268345,5.323076923076924,5.474647887323943,5.7555555555555555,6.455555555555556
Welcome 2 Karachi,2015.0,131.0,Action,4.3,1123.0,Ashish R. Mohan,Arshad Warsi,Jackky Bhagnani,Lauren Gottlieb,5.543406229290921,4.3,5.061538461538461,4.3,4.3
Welcome Back,2015.0,152.0,Action,4.2,5656.0,Anees Bazmee,John Abraham,Anil Kapoor,Nana Patekar,5.543406229290921,5.323076923076924,6.279999999999999,5.3826086956521735,6.455555555555556
Welcome Home,2020.0,126.0,Crime,7.5,2413.0,Pushkar Mahabal,Kashmira Irani,Swarda Thigle,Shashi Bhushan,6.17,7.5,7.5,7.5,7.5
Welcome M1LL10NS,2018.0,117.0,Crime,6.0,11.0,Milroy Goes,Sohan Borcar,Joanne Da Cunha,Razak Khan,6.17,6.0,6.0,6.0,4.95
Welcome on Board,2020.0,78.0,Drama,7.9,9.0,Mohsin Abrar,Bandana Basnett,Renuka Arora Bhagat,Muhammad Fazrul,6.271282051282052,7.9,7.9,7.9,7.9
Welcome to London,2012.0,109.0,Drama,5.2,133.0,Asad Shan,Asad Shan,Sabeeka Imam,Metin Ahmet,6.271282051282052,5.2,5.2,5.2,5.2
Welcome to New York,2018.0,118.0,Comedy,1.6,774.0,Chakri Toleti,Richard Harris,Jasmine Kaur,Sonakshi Sinha,5.838155136268345,1.6,1.6,1.6,3.6199999999999997
Welcome to Sajjanpur,2008.0,133.0,Comedy,6.9,3096.0,Shyam Benegal,Shreyas Talpade,Amrita Rao,Ravi Kishan,5.838155136268345,7.25,5.277777777777778,5.95,5.683333333333334
Well Done Abba,2009.0,144.0,Comedy,7.3,1747.0,Shyam Benegal,Boman Irani,Minissha Lamba,Sammir Dattani,5.838155136268345,7.25,5.05,6.933333333333334,5.8999999999999995
What are the Odds,2019.0,92.0,Drama,5.4,597.0,Megha Ramaswamy,Yashaswini Dayama,Karanvir Malhotra,Abhay Deol,6.271282051282052,5.4,5.4,5.4,6.8
What If,2006.0,115.0,Drama,6.5,673.0,Naseeruddin Shah,Paresh Rawal,Irrfan Khan,Jimmy Sheirgill,6.271282051282052,6.5,6.681818181818182,5.807142857142857,6.557142857142857
What the Fish,2013.0,98.0,Adventure,5.0,191.0,Gurmmeet Singh,Manu Rishi Chadha,Naresh Gosain,Dimple Kapadia,6.188,4.833333333333333,5.6,5.0,6.090909090909091
What's Your Raashee,2009.0,195.0,Comedy,4.6,2627.0,Ashutosh Gowariker,Harman Baweja,Priyanka Chopra Jonas,Anjan Srivastav,5.838155136268345,6.275,4.959999999999999,5.213333333333334,4.6
When Kiran Met Karen,2008.0,101.0,Drama,4.9,87.0,Manan Katohora,Ammara Ali,Chriselle Almeida,Samrat Chakrabarti,6.271282051282052,4.9,4.9,4.9,4.9
When Love Calls,1989.0,192.0,Drama,7.3,11486.0,Sooraj R. Barjatya,Salman Khan,Bhagyashree,Alok Nath,6.271282051282052,6.016666666666667,5.223529411764705,7.949999999999999,5.725
When Obama Loved Osama,2018.0,116.0,Comedy,4.9,34.0,Sudhish Kumar Sharma,Amrita Acharya,Muntazir Ahmad,Kimti Anand,5.838155136268345,5.550000000000001,4.9,5.883333333333333,4.9
When One Falls in Love,1998.0,154.0,Comedy,5.8,2589.0,Deepak Sareen,Salman Khan,Twinkle Khanna,Johnny Lever,5.838155136268345,5.166666666666667,5.223529411764705,4.783333333333333,5.775
Where Has the Time Gone,2017.0,112.0,Drama,5.5,83.0,Madhur Bhandarkar,Aleksey Fedorchenko,Zhangke Jia,Jahmil X.T. Qubeka,6.271282051282052,6.1000000000000005,5.5,5.5,5.5
White Rainbow,2004.0,94.0,Drama,6.8,107.0,Dharan Mandrayar,Sonali Kulkarni,Amardeep Jha,Amruta Subhash,6.271282051282052,6.8,6.8,6.8,6.333333333333333
Who,2018.0,153.0,Mystery,5.1,260.0,Ajay Devaloka,Sajin Saleem,Akhil,Arjun,5.898148148148148,5.1,5.1,5.1,4.9
Who's There,2011.0,130.0,Horror,3.9,15.0,Ejaz Ahmed,Rajbeer Singh,Kalpana Mathur,Gagan Kang,4.68655462184874,4.7,5.4,3.9,3.9
Why Cheat India,2019.0,121.0,Crime,6.0,2442.0,Soumik Sen,Emraan Hashmi,Shreya Dhanwanthary,Snighdadeep Chatterji,6.17,5.466666666666666,5.504347826086956,6.0,6.2
Will You Marry Me,2012.0,135.0,Comedy,4.5,113.0,Aditya Datt,Shreyas Talpade,Rajeev Khandelwal,Mugdha Godse,5.838155136268345,5.04,5.277777777777778,5.85,4.95
Win Marathon,2018.0,94.0,Drama,9.0,70.0,Aryan Neeraaj Anand,Shubhanshu Satyadeo,Aryan Neeraaj Anand,Ankita Bahuguna,6.271282051282052,9.0,9.0,9.0,9.0
Winner,2003.0,145.0,Action,6.4,310.0,Sundar C.,Prashanth,Kiran Rathod,Vadivelu,5.543406229290921,5.275,5.333333333333333,6.25,5.6
Wishlist,2020.0,93.0,Drama,4.8,122.0,Rahat Kazmi,Jitendra Rai,Hina Khan,Monica Aggarwal,6.271282051282052,5.66,4.8,4.8,4.8
With Luv,2006.0,120.0,Drama,6.2,23.0,Kamal Nathani,Pankaj Berry,Parvin Dabas,Sanjeev Giriwer,6.271282051282052,6.2,6.15,6.2,6.2
Woh 7 Din,1983.0,139.0,Drama,7.6,1145.0,Bapu,Anil Kapoor,Padmini Kolhapure,Naseeruddin Shah,6.271282051282052,6.555555555555555,5.593478260869565,5.68,6.640000000000001
Woh Jo Hasina,1983.0,121.0,Romance,4.6,10.0,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Pran,5.624503311258278,4.808333333333334,5.34078947368421,5.791666666666667,6.39811320754717
Woh Kaun Thi,1964.0,140.0,Drama,7.6,960.0,Raj Khosla,Sadhana,Manoj Kumar,Parveen Choudhary,6.271282051282052,6.547058823529412,7.2,7.06923076923077,6.966666666666666
Woh lamhe,2006.0,156.0,Biography,6.4,1307.0,Mohit Suri,Kangana Ranaut,Shiney Ahuja,Shaad Randhawa,6.674025974025974,6.15,5.99090909090909,7.133333333333333,5.866666666666667
Woh Main Nahin,1974.0,142.0,Thriller,7.1,30.0,Mohan Segal,Navin Nischol,Rekha,Padmini Kapila,5.382558139534884,6.816666666666666,6.4363636363636365,5.821276595744681,7.1
Woh Tera Naam Tha,2004.0,150.0,Romance,6.4,32.0,Kuku Kohli,Arjan Bajwa,Rajat Bedi,Gaurav Chanana,5.624503311258278,5.25,6.4,4.95,5.1
Wohi Bhayanak Raat,1989.0,82.0,Horror,3.3,17.0,Vinod Talwar,Rakesh Bedi,Leena Das,Dhanraj,4.68655462184874,4.3,4.825,4.333333333333333,3.3
